Price,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
2026-06-29 11:30:00-04:00,,280.55999755859375,240.2449951171875,350.0799865722656,564.52001953125,,283.03448486328125,252.52499389648438,351.04998779296875,566.9199829101562,,280.2200012207031,240.05169677734375,348.57000732421875,563.3599853515625,,282.3424987792969,242.96499633789062,349.44000244140625,566.77001953125,,7404129,7459563,2893286,1317842,
2026-06-29 12:30:00-04:00,,281.4800109863281,240.80999755859375,350.635009765625,564.6199951171875,,281.5400085449219,241.59750366210938,350.95001220703125,565.8800048828125,,279.8500061035156,239.72000122070312,348.7308044433594,563.0900268554688,,280.55999755859375,240.25,350.0799865722656,564.4000244140625,,5224516,5581265,2013168,959030,
2026-06-29 13:30:00-04:00,,281.54998779296875,240.24000549316406,350.8399963378906,565.1649780273438,,282.29998779296875,241.5399932861328,351.739013671875,566.239990234375,,280.8599853515625,240.1199951171875,350.125,564.0800170898438,,281.4700012207031,240.81500244140625,350.6300048828125,564.6799926757812,,4206523,3842243,1888533,711916,
2026-06-29 14:30:00-04:00,,282.67999267578125,240.2449951171875,349.7699890136719,563.97998046875,,283.0775146484375,241.99000549316406,351.45001220703125,566.614990234375,,281.4549865722656,239.94000244140625,349.6400146484375,563.9500122070312,,281.54998779296875,240.23500061035156,350.79998779296875,565.0501098632812,,5654409,8545770,1894580,1040813,
2026-06-29 15:30:00-04:00,,281.6300048828125,240.1199951171875,351.0799865722656,562.3300170898438,,282.739990234375,240.55999755859375,351.9700012207031,567.4299926757812,,281.4700012207031,239.72500610351562,349.739990234375,562.0499877929688,,282.7099914550781,240.25999450683594,349.7491149902344,564.0900268554688,,6544751,8784580,2497685,1561959,
2026-06-30 09:30:00-04:00,,286.0249938964844,239.55499267578125,350.864990234375,556.35498046875,,286.2898864746094,240.4600067138672,352.3500061035156,561.510009765625,,280.69500732421875,237.19000244140625,348.1099853515625,554.14501953125,,281.1700134277344,237.42999267578125,351.3550109863281,560.9400024414062,,9106597,12033175,2814624,2659321,
2026-06-30 10:30:00-04:00,,288.2699890136719,238.65499877929688,353.82501220703125,556.0050048828125,,288.6600036621094,240.72500610351562,354.0899963378906,557.5,,285.260009765625,237.55999755859375,350.7099914550781,551.4299926757812,,286.010009765625,239.5500030517578,350.8218994140625,556.4400024414062,,5769602,5946206,1911179,1730659,
2026-06-30 11:30:00-04:00,,288.1449890136719,240.02000427246094,354.4999084472656,556.0,,289.3800048828125,240.33999633789062,355.1700134277344,557.510009765625,,287.80999755859375,238.47140502929688,352.94000244140625,555.1400146484375,,288.2799987792969,238.66000366210938,353.82000732421875,556.1099243164062,,4424512,5564318,1594337,1227874,
2026-06-30 12:30:00-04:00,,288.42999267578125,239.07000732421875,352.7601013183594,559.0,,289.6600036621094,241.5399932861328,355.3900146484375,560.3200073242188,,288.125,238.8800048828125,352.7601013183594,555.9000244140625,,288.1600036621094,240.0800018310547,354.4700012207031,556.0,,3373069,5870745,1172649,1143108,
2026-06-30 13:30:00-04:00,,288.0899963378906,238.47999572753906,353.7300109863281,560.6699829101562,,289.19000244140625,239.27999877929688,353.9049987792969,561.75,,287.8550109863281,238.1999969482422,352.4200134277344,558.77001953125,,288.44500732421875,239.07000732421875,352.7872009277344,559.0999755859375,,3500049,6284862,1888406,1000693,
2026-06-30 14:30:00-04:00,,287.5299987792969,239.1999969482422,353.989990234375,561.4893798828125,,288.17999267578125,239.24000549316406,354.1000061035156,561.7498779296875,,286.67999267578125,237.41000366210938,352.55999755859375,558.9600219726562,,288.0849914550781,238.49000549316406,353.7300109863281,560.6799926757812,,4344541,6240680,1714653,1518696,
2026-06-30 15:30:00-04:00,,289.0899963378906,238.25,353.32000732421875,563.0999755859375,,289.9100036621094,239.52999877929688,354.7300109863281,565.5225219726562,,287.4200134277344,237.5449981689453,353.20001220703125,560.47998046875,,287.5299987792969,239.1999969482422,354.0050048828125,561.4299926757812,,8374915,9544259,3932413,2554526,
2026-07-01 09:30:00-04:00,,293.05999755859375,240.3101043701172,356.739990234375,612.4550170898438,,293.4798889160156,240.75999450683594,358.7799987792969,616.9600219726562,,289.19500732421875,234.89999389648438,353.2300109863281,595.0999755859375,,293.3299865722656,239.97999572753906,354.614990234375,607.9099731445312,,8755422,10895829,3664450,16187767,
2026-07-01 10:30:00-04:00,,295.751708984375,243.2899932861328,358.6199035644531,627.5,,296.5899963378906,243.57000732421875,359.5398864746094,628.280029296875,,292.7300109863281,240.2050018310547,356.6700134277344,611.7000122070312,,293.05999755859375,240.3350067138672,356.7666015625,612.52001953125,,6765940,7484053,1835088,8911892,
2026-07-01 11:30:00-04:00,,294.94500732421875,242.2050018310547,355.4100036621094,618.0800170898438,,295.7900085449219,243.42999267578125,358.8999938964844,627.77001953125,,294.6300048828125,241.35000610351562,355.04998779296875,615.7750244140625,,295.7799987792969,243.30999755859375,358.6000061035156,627.5899047851562,,3404930,5709663,1391001,4547859,
2026-07-01 12:30:00-04:00,,294.0899963378906,244.3249969482422,355.56500244140625,617.864990234375,,295.0599060058594,244.89999389648438,356.0899963378906,620.3599853515625,,293.9200134277344,242.02999877929688,354.2200012207031,615.6300048828125,,294.94500732421875,242.22000122070312,355.3800048828125,618.1749877929688,,3566425,4642535,1574346,2167445,
2026-07-01 13:30:00-04:00,,294.80499267578125,244.11500549316406,356.2900085449219,621.3400268554688,,295.1000061035156,244.60000610351562,357.5199890136719,622.8699951171875,,292.70001220703125,243.625,355.2349853515625,617.0,,294.0799865722656,244.35000610351562,355.5199890136719,617.97998046875,,5502330,4021264,2132480,2900838,
2026-07-01 14:30:00-04:00,,294.0151062011719,242.03500366210938,356.9100036621094,615.02001953125,,295.5299987792969,244.3300018310547,357.8999938964844,621.4400024414062,,294.0,242.02999877929688,356.25,614.25,,294.80999755859375,244.08999633789062,356.3399963378906,621.3800048828125,,4406744,5084998,1435881,2783467,
2026-07-01 15:30:00-04:00,,294.25,241.6699981689453,357.8699951171875,612.9500122070312,,295.54998779296875,242.47000122070312,358.3699951171875,616.989990234375,,293.7500915527344,241.5,356.8900146484375,611.4000244140625,,294.0,242.03500366210938,356.9100036621094,614.9000244140625,,6231653,6483082,2985926,3242791,
2026-07-02 09:30:00-04:00,,305.04998779296875,244.07000732421875,358.8999938964844,590.9199829101562,,305.32000732421875,244.69949340820312,360.7699890136719,610.0,,293.67999267578125,241.0800018310547,355.0,588.7999877929688,,294.0849914550781,241.6024932861328,356.1499938964844,607.89501953125,,15588276,7849573,3096468,7109387,
2026-07-02 10:30:00-04:00,,305.4150085449219,244.75999450683594,353.864990234375,587.864990234375,,307.82000732421875,245.8800048828125,360.989990234375,592.8499755859375,,304.8500061035156,243.8000030517578,353.5199890136719,585.8800048828125,,305.04400634765625,244.1300048828125,358.989990234375,590.9749755859375,,11321356,9075076,2528219,2482770,
2026-07-02 11:30:00-04:00,,308.0899963378906,246.13999938964844,352.1099853515625,587.0899047851562,,308.45001220703125,246.72000122070312,354.8599853515625,590.0,,305.2799987792969,244.52000427246094,350.94000244140625,584.3099975585938,,305.4200134277344,244.8000030517578,353.8949890136719,587.875,,7200646,4368011,1613418,1849384,
2026-07-02 12:30:00-04:00,,307.80499267578125,244.88499450683594,351.92999267578125,584.989990234375,,308.5299072265625,246.2100067138672,352.5,587.4400024414062,,306.6700134277344,243.7550048828125,350.32000732421875,584.1500244140625,,308.0899963378906,246.1300048828125,352.1050109863281,587.010009765625,,6654699,3187675,1134318,1192808,
2026-07-02 13:30:00-04:00,,307.3299865722656,243.8800048828125,355.0899963378906,586.47998046875,,308.29998779296875,245.4290008544922,355.2699890136719,586.8099975585938,,306.8200988769531,243.50999450683594,351.7200012207031,583.760009765625,,307.80499267578125,244.8699951171875,351.947998046875,584.9650268554688,,5550150,4761423,1016571,1182767,
2026-07-02 14:30:00-04:00,,307.42498779296875,243.97999572753906,355.5899963378906,586.2550048828125,,308.30999755859375,244.2299041748047,356.260009765625,587.6900024414062,,307.1300048828125,242.67010498046875,354.3299865722656,580.4199829101562,,307.3399963378906,243.8699951171875,355.0150146484375,586.344970703125,,5450575,3608833,1040574,2154604,
2026-07-02 15:30:00-04:00,,308.2200012207031,242.27999877929688,355.8699951171875,582.6500244140625,,309.4200134277344,244.13999938964844,356.80999755859375,586.7999877929688,,307.2099914550781,242.27999877929688,355.30999755859375,582.5700073242188,,307.44000244140625,243.9600067138672,355.6199951171875,586.2550048828125,,8660612,4247394,1984329,2296882,
